[IMP_CARD]
numX=16
numY=7
numZ=5
cardnum=18
Internaltime=5
Totalnum=560
350,0,0.000000,20.000000,30.000000
-1,6,80.000000,20.000000,30.000000
-1,6,160.000000,20.000000,30.000000
-1,6,240.000000,20.000000,30.000000
339,0,320.000000,20.000000,30.000000
-1,6,400.000000,20.000000,30.000000
-1,6,480.000000,20.000000,30.000000
-1,6,560.000000,20.000000,30.000000
329,0,640.000000,20.000000,30.000000
-1,6,720.000000,20.000000,30.000000
-1,6,800.000000,20.000000,30.000000
-1,6,880.000000,20.000000,30.000000
319,0,960.000000,20.000000,30.000000
-1,6,1040.000000,20.000000,30.000000
313,0,1120.000000,20.000000,30.000000
308,0,1200.000000,20.000000,30.000000
-1,6,0.000000,80.000000,30.000000
-1,6,80.000000,80.000000,30.000000
-1,6,160.000000,80.000000,30.000000
-1,6,240.000000,80.000000,30.000000
-1,6,320.000000,80.000000,30.000000
-1,6,400.000000,80.000000,30.000000
-1,6,480.000000,80.000000,30.000000
-1,6,560.000000,80.000000,30.000000
-1,6,640.000000,80.000000,30.000000
-1,6,720.000000,80.000000,30.000000
-1,6,800.000000,80.000000,30.000000
-1,6,880.000000,80.000000,30.000000
-1,6,960.000000,80.000000,30.000000
-1,6,1040.000000,80.000000,30.000000
-1,6,1120.000000,80.000000,30.000000
-1,6,1200.000000,80.000000,30.000000
351,0,0.000000,140.000000,30.000000
-1,6,80.000000,140.000000,30.000000
345,0,160.000000,140.000000,30.000000
-1,6,240.000000,140.000000,30.000000
340,0,320.000000,140.000000,30.000000
-1,6,400.000000,140.000000,30.000000
335,0,480.000000,140.000000,30.000000
-1,6,560.000000,140.000000,30.000000
330,0,640.000000,140.000000,30.000000
-1,6,720.000000,140.000000,30.000000
325,0,800.000000,140.000000,30.000000
-1,6,880.000000,140.000000,30.000000
320,0,960.000000,140.000000,30.000000
-1,6,1040.000000,140.000000,30.000000
314,0,1120.000000,140.000000,30.000000
309,0,1200.000000,140.000000,30.000000
352,0,0.000000,200.000000,30.000000
349,0,80.000000,200.000000,30.000000
346,0,160.000000,200.000000,30.000000
344,0,240.000000,200.000000,30.000000
341,0,320.000000,200.000000,30.000000
338,0,400.000000,200.000000,30.000000
336,0,480.000000,200.000000,30.000000
334,0,560.000000,200.000000,30.000000
331,0,640.000000,200.000000,30.000000
328,0,720.000000,200.000000,30.000000
326,0,800.000000,200.000000,30.000000
324,0,880.000000,200.000000,30.000000
321,0,960.000000,200.000000,30.000000
318,0,1040.000000,200.000000,30.000000
315,0,1120.000000,200.000000,30.000000
310,0,1200.000000,200.000000,30.000000
353,0,0.000000,260.000000,30.000000
-1,6,80.000000,260.000000,30.000000
347,0,160.000000,260.000000,30.000000
-1,6,240.000000,260.000000,30.000000
342,0,320.000000,260.000000,30.000000
-1,6,400.000000,260.000000,30.000000
337,0,480.000000,260.000000,30.000000
-1,6,560.000000,260.000000,30.000000
332,0,640.000000,260.000000,30.000000
-1,6,720.000000,260.000000,30.000000
327,0,800.000000,260.000000,30.000000
-1,6,880.000000,260.000000,30.000000
322,0,960.000000,260.000000,30.000000
-1,6,1040.000000,260.000000,30.000000
316,0,1120.000000,260.000000,30.000000
311,0,1200.000000,260.000000,30.000000
-1,6,0.000000,320.000000,30.000000
-1,6,80.000000,320.000000,30.000000
-1,6,160.000000,320.000000,30.000000
-1,6,240.000000,320.000000,30.000000
-1,6,320.000000,320.000000,30.000000
-1,6,400.000000,320.000000,30.000000
-1,6,480.000000,320.000000,30.000000
-1,6,560.000000,320.000000,30.000000
-1,6,640.000000,320.000000,30.000000
-1,6,720.000000,320.000000,30.000000
-1,6,800.000000,320.000000,30.000000
-1,6,880.000000,320.000000,30.000000
-1,6,960.000000,320.000000,30.000000
-1,6,1040.000000,320.000000,30.000000
-1,6,1120.000000,320.000000,30.000000
-1,6,1200.000000,320.000000,30.000000
354,0,0.000000,380.000000,30.000000
-1,6,80.000000,380.000000,30.000000
